,ticker,numberOfAnalystOpinions,recommendationKey,recommendationMean,currentPrice,targetMeanPrice,targetLowPrice,targetHighPrice,forwardEps,PricePerEPS
86,FHZN.SW,16.0,hold,2.6,167.0,180.94,160.0,210.0,,
87,FORN.SW,7.0,hold,2.7,1234.0,1330.0,1100.0,1710.0,82.88,14.88899613899614
88,FFI.SW,,,,,,,,,
89,FREN.SW,,none,,16.1,,,,0.67,24.029850746268657
90,GALE.SW,5.0,hold,3.3,75.0,70.0,60.0,75.0,3.45,21.73913043478261
91,GAM.SW,1.0,hold,3.0,0.702,1.1,1.1,1.1,-0.15,-4.68
92,GEBN.SW,18.0,hold,3.3,517.2,454.22,360.0,630.0,20.17,25.642042637580566
93,GE.SW,,none,,71.0,,,,,
94,GIVN.SW,20.0,hold,2.7,2850.0,3299.25,2400.0,4200.0,109.83,25.949194209232452
95,GLKBN.SW,,hold,3.0,25.8,,,,1.82,14.175824175824175
96,GT.SW,,none,,9.8,,,,,
97,GRKP.SW,,none,,1775.0,,,,84.4,21.03080568720379
98,GMI.SW,,none,,282.0,,,,,
99,GUR.SW,,,,,,,,,
100,HBMN.SW,2.0,strong_buy,1.5,219.0,301.0,270.0,332.0,10.55,20.758293838862556
101,HELN.SW,4.0,hold,3.2,117.9,102.95,92.8,121.0,9.91,11.8970736629667
102,HIAG.SW,3.0,hold,2.7,79.8,96.0,78.0,114.0,5.31,15.028248587570623
103,HLEE.SW,,none,,17.8,,,,,
104,HOCN.SW,1.0,none,,19.5,18.0,18.0,18.0,-3.53,-5.524079320113315
105,HOLN.SW,20.0,buy,2.3,56.84,51.51,38.0,64.0,4.19,13.565632458233889
106,HUBN.SW,4.0,buy,2.4,86.6,104.75,100.0,115.0,4.27,20.281030444964873
107,HBLN.SW,,none,,4360.0,,,,,
108,IDIA.SW,12.0,hold,3.0,11.63,16.53,9.0,36.0,-2.54,-4.578740157480315
109,IGPH.SW,,strong_buy,1.0,0.014,,,,,
110,IMPN.SW,3.0,hold,3.0,43.6,41.0,40.0,43.0,3.85,11.324675324675324
111,INA.SW,2.0,hold,3.0,19.5,21.55,19.6,23.5,3.75,5.2
112,IFCN.SW,7.0,hold,2.7,974.0,876.78,739.84,1167.51,32.8,29.695121951219516
113,INRN.SW,9.0,hold,2.6,2965.0,2883.67,2100.0,3565.0,98.56,30.083198051948052
114,ISN.SW,1.0,none,,600.0,660.0,660.0,660.0,29.24,20.51983584131327
115,IREN.SW,1.0,hold,3.0,97.6,107.0,107.0,107.0,3.19,30.595611285266457
116,VBSN.SW,,none,,116.0,,,,,
117,BAER.SW,14.0,buy,2.1,61.46,68.79,62.0,75.0,6.14,10.009771986970685
118,JFN.SW,1.0,buy,2.0,127.2,157.0,157.0,157.0,9.21,13.811074918566774
119,KARN.SW,5.0,buy,2.0,176.0,203.63,185.1,220.77,6.82,25.806451612903224
120,KLIN.SW,1.0,buy,2.0,16.2,25.07,25.07,25.07,,
121,KOMN.SW,7.0,hold,2.6,296.0,299.71,190.0,350.0,14.32,20.670391061452513
122,KUD.SW,2.0,underperform,3.7,2.395,2.3,1.86,2.76,0.12,19.958333333333336
123,KNIN.SW,13.0,hold,3.2,245.5,262.85,175.0,350.0,12.57,19.530628480509147
124,KURN.SW,3.0,none,,1.38,20.05,8.0,27.5,,
125,LLQ.SW,,hold,3.0,32.0,,,,1.46,21.91780821917808
126,LAND.SW,7.0,hold,2.7,69.95,65.29,54.07,77.1,2.41,29.024896265560166
127,LMN.SW,1.0,strong_buy,1.0,22.65,30.12,30.12,30.12,2.14,10.584112149532709
128,LECN.SW,1.0,none,,0.609,3.4,3.4,3.4,,
129,LEHN.SW,4.0,buy,2.5,1988.0,2050.0,1950.0,2230.0,67.2,29.583333333333332
130,LEON.SW,2.0,buy,2.0,52.6,67.5,60.0,75.0,5.73,9.179755671902269
131,LLBN.SW,,buy,2.0,60.5,,,,4.51,13.414634146341465
132,LOGN.SW,11.0,buy,2.5,53.34,54.11,16.18,70.09,3.23,16.513931888544892
133,LONN.SW,16.0,buy,1.8,554.4,715.25,325.0,965.0,18.03,30.748752079866886
134,LUKN.SW,,none,,418.5,,,,29.73,14.076690211907165
135,MCHN.SW,1.0,buy,2.0,4.85,6.87,6.87,6.87,0.39,12.435897435897434
136,MOVE.SW,3.0,buy,2.5,106.8,110.09,107.41,112.37,3.54,30.169491525423727
137,MED.SW,2.0,hold,3.0,71.8,126.5,78.0,175.0,0.49,146.53061224489795
138,MEDX.SW,3.0,buy,2.3,17.56,33.0,20.0,45.0,,
139,MTG.SW,1.0,hold,3.5,43.9,31.0,31.0,31.0,2.58,17.015503875968992
140,METN.SW,2.0,buy,2.0,2060.0,2725.0,2600.0,2850.0,117.9,17.472434266327394
141,MBTN.SW,9.0,buy,2.4,0.654,0.66,0.31,0.96,0.01,65.4
142,MIKN.SW,2.0,buy,2.0,11.9,14.85,13.0,16.7,1.32,9.015151515151516
143,MOZN.SW,3.0,buy,2.0,17.08,18.5,18.0,19.0,1.41,12.113475177304965
144,MOBN.SW,3.0,underperform,3.7,239.0,248.95,215.0,275.0,9.22,25.921908893709325
145,MOLN.SW,7.0,hold,3.2,5.79,13.98,4.0,30.0,3.3,1.7545454545454546
146,AERO.SW,3.0,buy,2.0,16.26,24.38,20.12,32.11,0.25,65.04
147,NBEN.SW,,none,,8.95,,,,,
148,NESN.SW,23.0,buy,2.3,109.28,121.0,95.0,135.0,5.18,21.0965250965251
149,NWRN.SW,2.0,strong_buy,1.5,6.04,4.36,2.58,6.04,-0.06,-100.66666666666667
150,NOVN.SW,21.0,hold,2.6,80.29,86.92,68.64,103.94,6.18,12.99190938511327
151,NREN.SW,,none,,40.2,,,,,
152,OBSN.SW,,none,,0.1734,,,,,
153,OERL.SW,7.0,hold,2.6,5.9,7.27,6.6,8.0,0.54,10.925925925925926
154,ONE.SW,,none,,1.55,,,,,
155,ODHN.SW,2.0,buy,2.2,7.52,8.6,7.2,10.0,1.13,6.654867256637169
156,OFN.SW,,none,,81.8,,,,6.06,13.498349834983498
157,ORON.SW,3.0,buy,2.5,72.3,86.33,84.0,90.0,4.61,15.683297180043382
158,PGHN.SW,14.0,buy,2.3,920.8,1196.57,1030.0,1540.0,48.05,19.1633714880333
159,PEAN.SW,8.0,buy,1.9,17.66,36.86,18.0,70.0,-3.11,-5.678456591639872
160,PEP.SW,,none,,161.0,,,,,
161,PRFN.SW,,,,,,,,,
162,PEDU.SW,,none,,84.0,,,,,
163,PMI.SW,,none,,95.0,,,,,
164,PM.SW,2.0,hold,3.3,346.0,368.12,334.82,401.51,38.53,8.980015572281339
165,PMAG.SW,,none,,79.4,,,,,
166,PLAN.SW,,none,,313.0,,,,8.15,38.40490797546012
167,PNHO.SW,,,,,,,,,
168,PPGN.SW,5.0,hold,3.0,25.38,28.24,26.06,32.11,0.99,25.636363636363637
169,PEHN.SW,,none,,77.4,,,,,
170,PSPN.SW,9.0,buy,2.3,113.8,120.44,100.0,128.0,4.95,22.98989898989899
171,RLF.SW,,none,,0.0251,,,,,
172,RIEN.SW,5.0,hold,3.0,108.0,112.75,92.0,140.0,15.46,6.985769728331177
173,ROG.SW,22.0,buy,2.1,279.2,364.36,300.0,429.0,21.03,13.27627199239182
174,RO.SW,1.0,hold,3.0,295.6,355.0,355.0,355.0,21.3,13.87793427230047
175,HREN.SW,2.0,buy,2.0,1190.0,1425.0,1250.0,1600.0,86.92,13.69075011504832
176,RY.SW,,none,,92.0,,,,12.59,7.307386814932486
177,SANN.SW,,buy,2.0,0.77,,,,-0.59,-1.305084745762712
178,SAHN.SW,,none,,277.0,,,,23.85,11.614255765199161
179,SCHP.SW,16.0,hold,2.7,199.35,197.06,150.0,265.0,7.01,28.437945791726104
180,SCHN.SW,4.0,hold,2.6,191.4,180.25,163.0,192.0,9.23,20.736728060671723
181,STRN.SW,,none,,25.6,,,,,
182,SWTQ.SW,5.0,buy,2.2,782.0,934.4,650.0,1200.0,34.82,22.458357265939114
183,SNBN.SW,,none,,4750.0,,,,,
184,SCR.SW,,none,,20.14,,,,,
185,SENS.SW,4.0,buy,2.5,117.0,111.75,92.0,135.0,3.55,32.95774647887324
186,SFPN.SW,,hold,3.0,91.5,,,,3.64,25.137362637362635
187,SFSN.SW,7.0,buy,2.4,110.8,117.29,75.0,154.0,6.85,16.175182481751825
188,SGSN.SW,14.0,hold,3.2,2201.0,2315.79,1900.0,3400.0,103.62,21.241073151901176
189,SHLTN.SW,1.0,hold,3.0,13.25,10.5,10.5,10.5,0.84,15.773809523809524
190,SFZN.SW,8.0,buy,2.2,710.5,867.0,700.0,971.0,31.88,22.286700125470514
191,SIGN.SW,13.0,buy,2.2,22.2,25.17,17.04,30.12,0.84,26.428571428571427
192,SIKA.SW,20.0,buy,2.3,276.9,290.3,236.0,380.0,8.11,34.14303329223181
193,SKAN.SW,,buy,2.5,67.6,,,,,
194,CADN.SW,,none,,0.15,,,,,
195,SWON.SW,10.0,buy,2.5,15.3,15.76,14.0,20.0,0.92,16.630434782608695
196,SOON.SW,15.0,hold,2.7,237.9,278.0,189.0,340.0,13.24,17.968277945619334
197,SPEX.SW,1.0,buy,2.0,0.4,1.8,1.8,1.8,-0.13,-3.076923076923077
198,SPCE.SW,,none,,15.6,,,,,
199,SGKN.SW,,buy,2.0,484.0,,,,36.78,13.159325720500272
200,SRAIL.SW,9.0,hold,3.1,37.12,34.06,22.0,43.0,1.83,20.28415300546448
201,STGN.SW,1.0,none,,53.5,55.0,55.0,55.0,4.33,12.355658198614318
202,STMN.SW,14.0,hold,2.7,129.7,126.2,80.0,196.8,3.3,39.303030303030305
203,SUN.SW,6.0,buy,2.0,80.3,94.33,70.0,120.0,5.8,13.844827586206897
204,SLHN.SW,8.0,buy,2.4,554.4,552.65,476.8,650.0,46.35,11.96116504854369
205,SPSN.SW,7.0,hold,2.9,82.25,89.71,80.0,104.0,3.92,20.982142857142858
206,SREN.SW,19.0,hold,3.0,96.14,80.17,65.52,90.22,10.55,9.112796208530805
207,STLN.SW,2.0,underperform,4.0,0.1518,0.3,0.3,0.3,0.03,5.06
208,SCMN.SW,16.0,hold,3.3,574.0,513.94,409.0,674.0,30.21,19.000331016219793
209,SQN.SW,3.0,buy,2.0,182.0,205.0,200.0,210.0,14.64,12.431693989071038
210,THAG.SW,1.0,buy,2.0,0.055,0.33,0.33,0.33,,
211,TECN.SW,5.0,buy,2.2,391.6,457.4,422.0,493.0,12.72,30.78616352201258
212,TEMN.SW,18.0,hold,3.2,68.78,61.35,47.06,101.28,2.84,24.21830985915493
213,UHRN.SW,,hold,3.0,60.75,,,,,
214,UHR.SW,20.0,hold,2.6,330.4,269.2,180.0,350.0,17.21,19.198140615920973
215,TKBP.SW,,none,,118.0,,,,8.72,13.532110091743117
216,TOHN.SW,1.0,hold,3.0,5.72,6.0,6.0,6.0,0.41,13.951219512195122
217,TXGN.SW,1.0,buy,2.0,140.8,180.0,180.0,180.0,5.0,28.160000000000004
218,UBXN.SW,6.0,hold,3.0,103.2,130.0,90.0,160.0,11.28,9.148936170212767
219,UBSG.SW,19.0,buy,2.2,20.29,19.81,13.73,26.77,2.1,9.661904761904761
220,UIS.SW,,none,,19.8,,,,,
221,VZUG.SW,3.0,hold,2.7,96.0,96.67,85.0,110.0,6.57,14.61187214611872
222,VLRT.SW,,none,,18.0,,,,,
223,VATN.SW,4.0,buy,2.0,102.2,118.5,109.0,125.0,9.65,10.590673575129534
224,VALN.SW,2.0,hold,3.0,259.5,260.0,260.0,260.0,13.54,19.165435745937963
225,VARN.SW,1.0,buy,2.0,45.6,60.08,60.08,60.08,1.89,24.12698412698413
226,VACN.SW,11.0,buy,2.4,285.4,301.55,249.0,350.0,7.65,37.307189542483655
227,VAHN.SW,,none,,428.0,,,,44.1,9.705215419501133
228,VETN.SW,4.0,buy,2.4,43.75,50.0,34.0,60.0,3.11,14.067524115755628
229,VIFN.SW,2.0,hold,3.0,166.15,167.0,167.0,167.0,4.24,39.18632075471698
230,VILN.SW,,none,,765.0,,,,,
231,ROL.SW,,none,,0.89,,,,,
232,VONN.SW,2.0,hold,3.3,58.1,59.25,58.5,60.0,5.25,11.066666666666666
233,VPBN.SW,3.0,buy,2.3,98.6,114.33,106.0,119.0,7.34,13.433242506811988
234,VT5.SW,,none,,9.5,,,,,
235,VZN.SW,,buy,2.0,73.6,,,,4.14,17.77777777777778
236,WKBN.SW,,none,,106.5,,,,,
237,WARN.SW,,none,,2260.0,,,,70.49,32.06128528869343
238,WIHN.SW,1.0,buy,2.0,0.259,6.47,6.47,6.47,-0.21,-1.2333333333333334
239,XLS.SW,,none,,34.5,,,,,
240,YTME.SW,,none,,1.11,,,,,
241,YPSN.SW,2.0,buy,2.3,182.2,177.5,165.0,190.0,5.29,34.44234404536862
242,ZEHN.SW,3.0,buy,1.7,71.4,86.6,80.26,90.37,4.9,14.571428571428571
243,ZBH.SW,,none,,112.0,,,,,
244,ZUBN.SW,,none,,27.0,,,,,
245,ZUGN.SW,,hold,3.0,1715.0,,,,67.84,25.28007075471698
246,ZUGER.SW,,none,,7640.0,,,,,
247,ROSE.SW,11.0,hold,2.6,49.42,54.27,31.0,71.0,-4.05,-12.20246913580247
248,ZURN.SW,17.0,hold,2.6,440.5,471.04,335.43,544.29,39.05,11.280409731113958
249,ZWM.SW,,none,,167.0,,,,,
